date_of_sale,address,postal_code,cities,price,description
2021-02-22,"28 COIS LOCHA, CARRIGALLEN, LEITRIM",Unknown,Leitrim,200000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"296B NORTH CIRCULAR ROAD, PHIBSBORO, DUBLIN 7",Dublin 15,Dublin,275000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"3 The Walk, Scholarstown Wood, Rathfarnham",Dublin 16,Dublin,669603.52,New Dwelling house /Apartment
2021-02-22,"30 GLEANN TAIN CLOSE, CARNAMUGGAGH, LETTERKENNY",Unknown,Donegal,220000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"30 MOYLARAGH RISE, BALBRIGGAN, DUBLIN",Unknown,Dublin,200000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"31 SOUTH PARADE, WATERFORD, WATERFORD",Unknown,Waterford,366000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"32 THE COVE, ROSSLARE, WEXFORD",Unknown,Wexford,231000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"33 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,361233.0,New Dwelling house /Apartment
2021-02-22,"33 DUN EMER DRIVE, DUNDRUM, DUBLIN 16",Unknown,Dublin,640000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"33 Gleann Na Mona, Ballymoneen Road, Knocknacarra",Unknown,Galway,333920.7,New Dwelling house /Apartment
2021-02-22,"34 Coppinger Fields, White's Cross",Unknown,Cork,308370.04,New Dwelling house /Apartment
2021-02-22,"35 river meadow, dromod",Unknown,Leitrim,61674.0,New Dwelling house /Apartment
2021-02-22,"36 BROWNSTOWN MANOR, THE CURRAGH, COUNTY KILDARE",Unknown,Kildare,269000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"36 HAWTHORN HILL, WHITEBROOK, PEMBROKESTOWN",Unknown,Wexford,216453.0,New Dwelling house /Apartment
2021-02-22,"39 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,361233.0,New Dwelling house /Apartment
2021-02-22,"4 Dun Rioga Avenue, Drumree Road, Dunshaughlin",Unknown,Meath,299559.0,New Dwelling house /Apartment
2021-02-22,"4 Hoban Park, Callan",Unknown,Kilkenny,138259.0,New Dwelling house /Apartment
2021-02-22,"4 Prospect Hill, Blackrock, County Dublin",Unknown,Dublin,814977.0,New Dwelling house /Apartment
2021-02-22,"4 ST ANNES RD, KILLARNEY, CO KERRY",Unknown,Kerry,255000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"40 LATT HILLS, CAVAN, CAVAN",Unknown,Cavan,100000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"40 ORMOND RD, RATHMINES, DUBLIN",Dublin 6,Dublin,1100000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"41 CLUAIN DARA, EASTON RD, LEIXLIP",Unknown,Kildare,245000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"42 CASTLE GROUNDS, COROFIN, CO GALWAY",Unknown,Galway,275000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"43 COLTHURST CRESENT, HUNTINGTON GLEN, LUCAN",Unknown,Dublin,315000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"43 ELM RD, RIVERBANK, ANNACOTTY",Unknown,Limerick,235000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"43 RUSSELL AVE, DRUMCONDRA, DUBLIN 3",Dublin 3,Dublin,510000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"47 DORNEY COURT, SHANKILL, DUBLIN",Dublin 18,Dublin,425000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"47 WOODLANDS PARK, COILL DUBH, NAAS",Unknown,Kildare,242000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"48 Rathullord, Kilkenny City, Kilkenny",Unknown,Kilkenny,396475.0,New Dwelling house /Apartment
2021-02-22,"49 MONASTERY HEATH COURTH, CLONDALKIN, DUBLIN",Dublin 22,Dublin,245000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"49 Rose Drive, Rath Ullord, Bonnetsrath Road",Unknown,Kilkenny,403587.44,New Dwelling house /Apartment
2021-02-22,"5 CONNAWOOD DR, BRAY, WICKLOW",Unknown,Dublin,450000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"5 EAST END HOLIDAY HOMES, DRUMACRIN RD, BUNDORAN",Unknown,Donegal,80000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"5 LISCANNOR RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,215000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"50 THE WILLOW, PARK VIEW, STEPASIDE",Dublin 18,Dublin,307500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"55 WHATLEY PLACE, KILMACUD RD UPPER, STILLORGAN",Unknown,Dublin,525000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"55 WOLSELEY PARK, TULLOW, CO. CARLOW",Unknown,Carlow,199000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"56 CLOONARKIN DR, ORANMORE, CO GALWAY",Unknown,Galway,300000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"57 BANGOR RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,335000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"6 CORRIGREENE, BALLINABOOLA, NEWBAWN",Unknown,Wexford,268722.46,New Dwelling house /Apartment
2021-02-22,"6 SHANNONSIDE, BALLYLEAGUE, LANESBORO",Unknown,Roscommon,127500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"6 THE LODGE, LISTOWEL, KERRY",Unknown,Kerry,192000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"64 PARK WOOD, GRANGE RATH, COLPE",Unknown,Meath,225000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"64 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, DUBLIN 6",Dublin 6,Dublin,280000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"7 Ard Branagh, Dublin Road, Portlaoise",Unknown,Laois,220264.3,New Dwelling house /Apartment
2021-02-22,"7 ST DAIGHS TCE, INNISKEEN, DUNDALK",Unknown,Monaghan,122000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"7 Tooreen Court, Knockanean, Tullla Road",Unknown,Clare,248458.0,New Dwelling house /Apartment
2021-02-22,"7 WALKER CLOSE, PARKSIDE, BALGRIFFIN",Dublin 13,Dublin,361233.0,New Dwelling house /Apartment
2021-02-22,"72 BROOMVILLE, PORTLAOISE, LAOIS",Unknown,Laois,170000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"72 Mill View, Ballinglanna, Glanmire",Unknown,Cork,215859.0,New Dwelling house /Apartment
2021-02-22,"73 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",Unknown,Meath,265500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"76 GORT NA GLAISE, SANDY RD, GALWAY",Unknown,Galway,225000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"79 DUN NA COIRIBE, HEADFORD RD, GALWAY",Unknown,Galway,271000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"8 GRANGECRESCENT, POTTERY RD, DUNLAOGHRE",Unknown,Dublin,445000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"8 MAYNE WAY KILSARAN, KILSARAN, LOUTH",Unknown,Louth,235000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"8 OAKPARK DEMESNE, OAKPARK, TRALEE",Unknown,Kerry,215000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"8 POLEBERRY TERRACE, WATERFORD",Unknown,Waterford,190000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"8 RAILWAYLOUGH APTS, BELTURBET, CAVAN",Unknown,Cavan,42000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"8 THE AVENUE, MARIANELLA, RATHGAR",Dublin 6,Dublin,1480000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"81 ABBEYFIELDS, CLONARD, CO MEATH",Unknown,Meath,285000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"9 ARD CRANA, BUNCRANA, LIFFORD",Unknown,Donegal,37000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"90 BALLYBAWN COTTAGES, KILMACANOGUE, BRAY",Unknown,Wicklow,150000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"92 HIBERNIAN BUILDINGS, ALBERT RD, CORK",Unknown,Cork,235000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"95  96  97 and 98, Kilbelin Abbey, Athgarvan Road",Unknown,Kildare,1136128.1,New Dwelling house /Apartment
2021-02-22,"96 BALALLY DR, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,725000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"96 SHANDON PARK, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,335000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"98 Blossom Hill, Midleton",Unknown,Cork,509000.0,New Dwelling house /Apartment
2021-02-22,"9ST KEVINS VILLAS, SALLYNOGGIN, DUBLIN",Unknown,Dublin,95000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"AHAGLASLIN, CASTLEFREKE, CLONAKILTY",Unknown,Cork,145000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"APT 3 BLOCK 2, PARK DOOLEY, RATHANGAN",Unknown,Kildare,121000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"APT 3A GORTOORLAN, BALLYCONNELL, CO CAVAN",Unknown,Cavan,48000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"APT 7 FLOOR 2 CHANDLER BUILDING, RATHBOURNE VILLAGE, ASHTOWN DUBLIN 15",Dublin 15,Dublin,298000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"APT WM1 WINDMILL HOUSE, DOCK ROAD, LIMERICK",Unknown,Limerick,2750000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"ARBUTUS PLACE, CLONEYMEATH, SUMMERHILL",Unknown,Meath,415000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"Ballinabearna, Ballinhassig",Unknown,Cork,400000.0,New Dwelling house /Apartment
2021-02-22,"BALLYGIBBON, BLARNEY, CORK",Unknown,Cork,316000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"Ballyhandle, Innishannon, Cork",Unknown,Cork,450000.0,New Dwelling house /Apartment
2021-02-22,"BELMULLET RD, BANGOR ERRIS, BALLINA",Unknown,Mayo,173500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"CARROW BLAGH, KERRYKEEL, LETTERKENNY",Unknown,Donegal,170000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"CLOONARROW, CASTLEREA, CO ROSCOMMON",Unknown,Roscommon,90000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"COOLOOK BEG, BALLYCANEW, GOREY",Unknown,Wexford,405000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"COPPERTON, CORRIN VIEW, FERMOY",Unknown,Cork,290000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"DAWN VIEW HOUSE, TONAPHUBBLE LANE, TONAPHUBBLE",Unknown,Sligo,260000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"DROMELIHY, CREE, KILRUSH",Unknown,Clare,40000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"DROMIN, MILLTOWN, COUNTY KERRY",Unknown,Kerry,60000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"DRUMING, ARDAGH, LONGFORD",Unknown,Longford,125000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"DRUMROOSK, BALLINAGH, CAVAN",Unknown,Cavan,125000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"DUNBYRNE, KILMEAGUE, NAAS",Unknown,Kildare,255000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"FENWAY, 1 CLEVE HILL, BLACKROCK RD",Unknown,Cork,532000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"FOSSABEG, SCARIFF, CLARE",Unknown,Clare,297500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"GARRYVOROUGH, KILBEHENNY, MITCHELSTOWN",Unknown,Cork,60000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"GORTATOODA UPPERCHURCH, THURLES, TIPPERARY",Unknown,Tipperary,300000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"HILLSIDE, MOUNTAIN RD, TUBBERCURRY",Unknown,Sligo,82500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"HOUSE 2, CHAPEL ST, LISMORE",Unknown,Waterford,139000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"KNOCKCLARIG, ROCKCHAPEL, MALLOW",Unknown,Cork,54500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"LIS NA LEE, BALLINAGEEHA, ORANMORE",Unknown,Galway,440000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"LISMORE, TRALEE, KERRY",Unknown,Kerry,120000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"LUNNIAGH, DERRYBEG, COUNTY  DONEGAL",Unknown,Donegal,87500.0,Second-Hand Dwelling house /Apartment
2021-02-22,"MAIN RD, FENIT, TRALEE",Unknown,Kerry,270000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"NEWTOWN, DOONBEG, CO CLARE",Unknown,Clare,225000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"OLD CRUCK RD, CRUCKAKEECHAN, ANNAGRY",Unknown,Donegal,170000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"PEAKEEN VIEW, ST JOSEPHS ROAD, KILLOWEN",Unknown,Kerry,211000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"PHOENIX, LACKENDARRA UPPER, BALLINAMULT",Unknown,Waterford,310000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"PIERCETOWN, THURLES, TIPPERARY",Unknown,Tipperary,185000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"RAMPARK, CASTLEREA, ROSCOMMON",Unknown,Roscommon,285000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"RATHNASMOLAGH, BIGWOOD, KILKENNY",Unknown,Kilkenny,124000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"SAVONA, 13 BISHOPSHILL, KILKENNY",Unknown,Kilkenny,250000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"SEECRIN HOUSE, RIVERSTOWN, DUNDALK",Unknown,Louth,100000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"SWAN VIEW, DUBLIN RD, NAVAN",Unknown,Meath,475000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"THE COTTAGE, KNOCKNAGORE, GOATS CROSS",Unknown,Cork,150000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"TITHEWER, NEWTOWNMOUNTKENNEDY, WICKLOW",Unknown,Wicklow,305000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"WEST-LEE, 36 PALMBURY ORCHARD, LEHENAGHMORE",Unknown,Cork,80000.0,Second-Hand Dwelling house /Apartment
2021-02-22,"WYNESTOWN, TOGHER, DROGHEDA",Unknown,Louth,358000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"1 Graydon Terrace, Newcastle",Unknown,Dublin,303964.76,New Dwelling house /Apartment
2021-02-23,"1 THE PADDOCKS, BRIDGE RD, LISTOWEL",Unknown,Kerry,290000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"1 THE WEIR, QUERRIN, KILKEE",Unknown,Clare,155000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"1 THOMAS HAND ST, SKERRIES, DUBLIN",Unknown,Dublin,140000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"10 ABBEYGROVE, GOWRAN, KILKENNY",Unknown,Kilkenny,290000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"10 QUINN VILLAS, BALLAGHADERREEN, CO ROSCOMMON",Unknown,Roscommon,100000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"10 Rinn Duin, Rinfidin",Unknown,Galway,255507.0,New Dwelling house /Apartment
2021-02-23,"101 MEADOW VALE, DEANS GRANGE, BLACKROCK",Unknown,Dublin,487500.0,Second-Hand Dwelling house /Apartment
2021-02-23,"104 KILDARE RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,197000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"11 HARBOUR VIEW, TULLAMORE, CO OFFALY",Unknown,Offaly,100000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"11 MERRYMEETING, RATHNEW, CO WICKLOW",Unknown,Wicklow,175000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"11 SPRINGFIELD GROVE, ROSSMORE VILLAGE, DUNDRUM RD",Unknown,Tipperary,190000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"12 CARLINGFORD PARADE, MACKEN ST, DUBLIN 2",Dublin 2,Dublin,425000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"12 Halwell Lane, Adamstown, Lucan",Dublin 3,Dublin,348722.0,New Dwelling house /Apartment
2021-02-23,"12 NEWLINE, CASTLEBAR, CO. MAYO",Unknown,Mayo,65000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"12 WAYSIDE PARK, CLONAKILTY, CORK",Unknown,Cork,247500.0,Second-Hand Dwelling house /Apartment
2021-02-23,"12 YEATS HALL, CARRICKMINES WOOD, DUBLIN 18",Dublin 18,Dublin,855000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"126 MEADOWBANK, BAILE NA NDEISE, WATERFORD CITY",Unknown,Waterford,131946.85,Second-Hand Dwelling house /Apartment
2021-02-23,"13  Laharran West, Manor Farm, Lehenaghbeg",Unknown,Cork,300220.26,New Dwelling house /Apartment
2021-02-23,"13 MAIN ST, BELMAYNE DUBLIN 13, DUBLIN",Dublin 13,Dublin,240000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"13 TOLKA VALE, FINGLAS RD, DUBLIN 11",Dublin 11,Dublin,213000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"133 EVERGREEN RD, CORK, CORK",Unknown,Cork,120000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"14 ARD ABHAINN, GRANGE RD, BALLINA",Unknown,Tipperary,269500.0,Second-Hand Dwelling house /Apartment
2021-02-23,"14 RICHMOND, NEWTOWNPARK AVE, BLACKROCK",Unknown,Dublin,865000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"15 ASHBROOK, MOUNT SION, WATERFORD",Unknown,Kilkenny,196000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"15 HARBOUR COURT, FRIARS MILL RD, MULLINGAR",Unknown,Westmeath,86000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"152 CARRIG COURT, SAGGART, DUBLIN",Dublin 24,Dublin,224950.0,Second-Hand Dwelling house /Apartment
2021-02-23,"154 Castlemoyne, Balgriffin, Dublin 13",Dublin 13,Dublin,484581.5,New Dwelling house /Apartment
2021-02-23,"16 BALLYCLARE COURT, BALLYLEAGUE, ROSCOMMON",Unknown,Roscommon,138000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"16 CONNEMARA WAY, WESTPORT RD, CLIFDEN",Unknown,Galway,90000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"16 Hammerstone, Straffan",Unknown,Kildare,422906.0,New Dwelling house /Apartment
2021-02-23,"16 RATHDOWN CRESCENT, TERENURE, DUBLIN",Unknown,Dublin,1325000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"16 THE CLAYTON, THE GASWORKS, BARROW ST DUBLIN 4",Dublin 4,Dublin,485000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"16 WOODVILLE MANOR, DUNDALK, LOUTH",Unknown,Louth,170000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"17 WHEATFIELD COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,220000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"18 ORPEN GREEN, STILLORGAN GROVE, BLACKROCK",Unknown,Dublin,510000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"18 THE CLOSE, STRAFFAN WOOD, MAYNOOTH",Unknown,Kildare,315000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"19 KIRKWOOD, PARK AVE, SANDYMOUNT",Dublin 4,Dublin,400000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"2 BEECHLAWNS, JOHNSWELL RD, KILKENNY",Unknown,Kilkenny,270000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"2 EARLSFORT PARK, LUCAN, DUBLIN",Unknown,Dublin,330000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"2 MARLEY CLOSE, MARLEY GRANGE, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,755000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"2 THE ORCHARD, CLANCY TERRACE, CHARLEVILLE",Unknown,Cork,162000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"20 GANDON CLOSE, PORTLAOISE, LAOIS",Unknown,Laois,165000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"20 GLENMAROON RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,160000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"20 The Hazels, Ballinahinch Wood, Ashford",Unknown,Wicklow,418512.2,New Dwelling house /Apartment
2021-02-23,"20 THE MOORINGS, SKIBBEREEN, CORK",Unknown,Cork,170000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"21 REDBARN HOLIDAY COTTAGES, REDBARN BEACH, YOUGHAL",Unknown,Cork,140000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"23 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,261000.0,New Dwelling house /Apartment
2021-02-23,"24 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,200000.0,New Dwelling house /Apartment
2021-02-23,"24 ROCHFORT AVE, LUCAN, DUBLIN",Unknown,Dublin,320000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"24 the lawns, bellingfield, kilcullen rd",Unknown,Kildare,303965.0,New Dwelling house /Apartment
2021-02-23,"242 THE ISLAND, CHAPELIZOD, DUBLIN 20",Unknown,Dublin,275000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"25 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,200000.0,New Dwelling house /Apartment
2021-02-23,"25 Hallwell Lane, Hallwell, Adamstown",Unknown,Dublin,396476.0,New Dwelling house /Apartment
2021-02-23,"254 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,300000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"26 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,261000.0,New Dwelling house /Apartment
2021-02-23,"27 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,170000.0,New Dwelling house /Apartment
2021-02-23,"27 RUSSELL CLOSE, FORTUNESTOWN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,210000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"27 SEMINARY WALK, CORK, CORK",Unknown,Cork,219372.49,Second-Hand Dwelling house /Apartment
2021-02-23,"28 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,170000.0,New Dwelling house /Apartment
2021-02-23,"28 KILMORE WILLOWS, BALLYJAMESDUFF, CAVAN",Unknown,Cavan,145000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"28 The Meadows, Castle Farm, Dunboyne",Unknown,Meath,330396.0,New Dwelling house /Apartment
2021-02-23,"29 Caislean Nua, Castletroy",Unknown,Limerick,400000.0,New Dwelling house /Apartment
2021-02-23,"29 Crockaun Way, Brownstown, Curragh",Unknown,Kildare,170000.0,New Dwelling house /Apartment
2021-02-23,"29 The Meadows, Castle Farm, Dunboyne",Unknown,Meath,330396.0,New Dwelling house /Apartment
2021-02-23,"3 ARDMORE AVE, ARDMORE, BETTYSTOWN",Unknown,Meath,180000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"3 FOREST HAVEN, DUNMORE EAST, CO WATERFORD",Unknown,Waterford,225000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"3 MEADOWVALE, RATHWIRE, KILLUCAN",Unknown,Westmeath,160000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"3 SHEELA MOR, MANORHAMILTON, LEITRIM",Unknown,Leitrim,275000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"3 THE GARDENS, DOUGLAS, CORK",Unknown,Cork,250000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"30 BARLEYCOVE VILLAS, BARLEYCOVE BEACH, GOLEEN",Unknown,Cork,450000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"307 MARINA VILLAGE, MALAHIDE, DUBLIN",Unknown,Dublin,640000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"31 MOYCOURT, MOYVALE, BALLYMAHON",Unknown,Longford,65000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"32 GLEANN NA RIOGH GROVE, NAAS, KILDARE",Unknown,Kildare,360000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"329 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,270000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"33 Abbey Gardens, Abbeyside, Dungarvan",Unknown,Waterford,193832.6,New Dwelling house /Apartment
2021-02-23,"33 Coppenger Fields, Whites Cross",Unknown,Cork,310411.25,New Dwelling house /Apartment
2021-02-23,"34 WATERFRONT, BRIDGE ST, GALWAY",Unknown,Galway,265000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"35 IVEAGH GARDENS, CRUMLIN RD, DUBLIN 12",Dublin 12,Dublin,400000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"35 LATHALEER, BALTINGLASS, WICKLOW",Unknown,Wicklow,120000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"35 THE DRIVE, OLDTOWN MILL, CELBRIDGE",Unknown,Kildare,440000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"37 CARNDONAGH DR, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,367000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"37 PERCY FRENCH PLACE, OLDCASTLE RD, BALLYJAMESDUFF",Unknown,Cavan,170000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"38 Crieve Mor Avenue, Crievesmith, Letterkenny",Unknown,Donegal,169603.52,New Dwelling house /Apartment
2021-02-23,"3B Church Street, Skerries",Unknown,Dublin,572687.22,New Dwelling house /Apartment
2021-02-23,"4 BEACHSIDE GARDENS, RIVERCHAPEL, GOREY",Unknown,Wexford,117000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"4 Poddle View, Poddle Park, Kimmage",Dublin 12,Dublin,441410.0,New Dwelling house /Apartment
2021-02-23,"4 ST DAVIDS COURT, CLONTARF, DUBLIN 3",Dublin 3,Dublin,340000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"4 WOODVILLE RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,512000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"40 THE LAWN CLOVER MEADOWS, FERRYBANK, WATERFORD",Unknown,Kilkenny,170000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"41CLONBOYNE CLOSE, BELLINGHAM, MOUNTRATH ROAD",Unknown,Laois,125000.0,Second-Hand Dwelling house /Apartment
2021-02-23,"44 WOODVIEW PARK, KILLEEN RD, TRALEE",Unknown,Kerry,138750.0,Second-Hand Dwelling house /Apartment
2021-02-23,"48 SIMMONSTOWN MANOR, CELBRIDGE, KILDARE",Unknown,Kildare,430000.0,Second-Hand Dwelling house /Apartment
