date_of_sale,address,postal_code,cities,price,description
2021-01-12,"HALL RD, MOATE, WESTMEATH",Unknown,Westmeath,265000.0,Second-Hand Dwelling house /Apartment
2021-01-12,"KELLYSVILLE, BAWNMORE, YOUGHAL",Unknown,Cork,700000.0,Second-Hand Dwelling house /Apartment
2021-01-12,"KILTYCREEVAGH, BALLINAMUCK, LONGFORD",Unknown,Longford,160000.0,Second-Hand Dwelling house /Apartment
2021-01-12,"LACKABANE, KILLARNEY, FOSSA",Unknown,Kerry,264350.0,Second-Hand Dwelling house /Apartment
2021-01-12,"No 8 The Oaks, Bellevue, Frankfield",Unknown,Cork,375000.0,New Dwelling house /Apartment
2021-01-12,"PAGESTOWN, KILCLOON, MEATH",Unknown,Meath,512000.0,Second-Hand Dwelling house /Apartment
2021-01-12,"ST ANNES SHORE ROAD, DOOAGH, ACHILL",Unknown,Mayo,75000.0,New Dwelling house /Apartment
2021-01-12,"STUICK, TOOMEVARA, NENAGH",Unknown,Tipperary,190000.0,Second-Hand Dwelling house /Apartment
2021-01-12,"TEMPLEORAN SOUTH, TYRRELLSPASS, WESTMEATH",Unknown,Westmeath,140000.0,Second-Hand Dwelling house /Apartment
2021-01-12,"The Fairways, Tubbercurry",Unknown,Sligo,70500.0,New Dwelling house /Apartment
2021-01-13,"1 ELM PARK, DUN AN OIR, KANTURK",Unknown,Cork,136000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"1 FLOWERVILLE, FLOWERHILL, NAVAN",Unknown,Meath,890000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"1 GREENWOOD HEIGHTS, BLUNDEN DR, DUBLIN 13",Dublin 13,Dublin,180000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"1 RIVER WEIR HOUSE, OAKVIEW VILLAGE, TRALEE",Unknown,Kerry,153000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"1 THE ALDERS, CASTLEJANE WOODS, GLANMIRE",Unknown,Cork,265000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"10 Oileain Na Cranoige, Balbutcher Lane, Ballymun",Unknown,Dublin,201762.0,New Dwelling house /Apartment
2021-01-13,"105 ROCKVIEW, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,225000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"11 MAIN COURTYARD, HEADFORT DEMESNE, KELLS",Unknown,Meath,258000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"11 ROSSLYN GROVE, KILLARNEY RD, BRAY",Unknown,Wicklow,350000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"11 STAPOLIN HOUSE, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,410000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"11 THE COURT, COMPASS QUAY, KINSALE",Unknown,Cork,331555.0,Second-Hand Dwelling house /Apartment
2021-01-13,"128 NEW HAVEN BAY, FLEMINGTON LANE, BALBRIGGAN",Unknown,Dublin,157000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"13 CLUAIN ARD, LIS NA DARA, DUNDALK",Unknown,Louth,230000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"132 THE WALLED GARDENS, CASTLEDOWN ESTATE, CELBRIDGE",Unknown,Kildare,285000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"134 ROCKVIEW, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,250000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"137 Longstone, Blessington Road, Cradockstown",Unknown,Kildare,308370.04,New Dwelling house /Apartment
2021-01-13,"14 BRACKLAGHBOY VILLAGE, BALLYHAUNIS, MAYO",Unknown,Mayo,195000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"14 Shackleton Lawn, Shackleton Park, Lucan",Unknown,Dublin,330396.0,New Dwelling house /Apartment
2021-01-13,"15 NANGOR CRESCENT, CLONDALKIN, DUBLIN",Dublin 22,Dublin,242000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"159 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,245000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"16 Walker Green, Parkside, Balgriffin",Dublin 13,Dublin,361232.0,New Dwelling house /Apartment
2021-01-13,"17 DEERHAVEN PARK, CLONEE, DUBLIN 15",Dublin 15,Dublin,157500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"17 TOWER VIEW, MEELICK, SWINFORD",Unknown,Mayo,115000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"18 Meadowbank Road, Millers Glen, Swords",Unknown,Dublin,378542.0,New Dwelling house /Apartment
2021-01-13,"19 OLDFIELD HALL, TICKNOCK HILL, SANDYFORD DUBLIN 18",Dublin 18,Dublin,337000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"19 THE WILLOWS, CASTLEJANE WOODS, GLANMIRE",Unknown,Cork,285000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"2 GREENWOOD HEIGHTS, BLUNDEN DRIVE, DUBLIN 13",Unknown,Dublin,175000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"2 LOWER PARKLANDS, ENNISCORTHY, CO WEXFORD",Unknown,Wexford,355000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"2 NEW LINK, CAHERDAVIN, LIMERICK CITY",Unknown,Limerick,145000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"2 The Covert, Ratoath",Unknown,Meath,374449.0,New Dwelling house /Apartment
2021-01-13,"2 The Green, Old Coach Road, Balrothery",Unknown,Dublin,236123.0,New Dwelling house /Apartment
2021-01-13,"20 CLUAIN ARD, LIS NA DARA, DUNDALK",Unknown,Louth,240000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"20 HUNTSTOWN DR, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,267000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"20 THE GREEN, HAZELHATCH PARK, CELBRIDGE",Unknown,Kildare,232000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"21 Belltree Lane, Belltree, Clongriffin",Dublin 13,Dublin,345196.0,New Dwelling house /Apartment
2021-01-13,"21 THE COURTYARD, STRAFFAN, CO KILDARE",Unknown,Kildare,210000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"23 NORTH AVE, MATTHEW HILL, LEHENAGHMORE",Unknown,Cork,280000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"24 TIRELLAN, HEADFORD RD, GALWAY",Unknown,Galway,257500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"24 WHITTESTRAND PARK, GALWAY, GALWAY",Unknown,Galway,485000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"244 LAUREL PARK, NEWCASTLE, GALWAY",Unknown,Galway,260000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"25  Maple Hill, Castle Heights, Kilmoney Road",Unknown,Cork,281938.32,New Dwelling house /Apartment
2021-01-13,"25 CRONIN GROVE, SHANNON, CLARE",Unknown,Clare,155000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"26  Maple Hill, Castle Heights, Kilmoney Road",Unknown,Cork,281938.32,New Dwelling house /Apartment
2021-01-13,"26 AISLING GAEL, FR RUSSELL RD, LIMERICK",Unknown,Limerick,427000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"26 Parklands Place, Parklands, Citywest",Unknown,Dublin,312775.32,New Dwelling house /Apartment
2021-01-13,"27 PRIORLAND GARDENS, DUBLIN RD, DUNDALK",Unknown,Louth,390000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"27 SHANNON GROVE, CARRICK ON SHANNON, LEITRIM",Unknown,Leitrim,200000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"27 WATERSIDE VIEW, SWORDS ROAD, MALAHIDE",Unknown,Dublin,323500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"28 GRANARY COURT, MALLOW, CORK",Unknown,Cork,90000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"28 THE BIRCH CLOSE, GALWAY RD, TUAM",Unknown,Galway,181000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"285 COILLE BHEITHE ST CONLONS RD, NENAGH, TIPPERARY",Unknown,Tipperary,150000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"29 The Avenue, St Marnock's Bay, Portmarnock",Unknown,Dublin,511013.0,New Dwelling house /Apartment
2021-01-13,"29 THE FAIRGREEN, BALLISODARE TOWN CENTRE, BALLISODARE",Unknown,Sligo,135682.81,New Dwelling house /Apartment
2021-01-13,"3 CLIFTON LANE, MONKSTOWN, CO DUBLIN",Unknown,Dublin,800000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"3 GREENWOOD HEIGHTS, BLUNDEN DR, DUBLIN 13",Dublin 13,Dublin,180000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"3 ISLAND VIEW, MAGHERACLOGHER, BUNBEG",Unknown,Donegal,155000.0,New Dwelling house /Apartment
2021-01-13,"3 The Green, Bellingsmore, Kilmartin",Dublin 15,Dublin,392070.49,New Dwelling house /Apartment
2021-01-13,"3 TOGHER ROAD, MONASTEREVIN, CO KILDARE",Unknown,Kildare,165000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"30 CLONMORE HEIGHTS, MULLINGAR, WESTMEATH",Unknown,Westmeath,168000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"32 GREEN LAWN, CURRAGH ROAD, CORK",Unknown,Cork,270000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"33 WINDMILL SQ, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,200000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"34B Hazelgrove, Tallaght, Dublin 24",Dublin 24,Dublin,295000.0,New Dwelling house /Apartment
2021-01-13,"35  Glenall, Borris In Ossory",Unknown,Laois,159000.0,New Dwelling house /Apartment
2021-01-13,"35 BINN BHAN, KNOCKNACARRA, GALWAY",Unknown,Galway,300000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"35 UPPER CORK HILL, YOUGHAL, CORK",Unknown,Cork,222500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"364 CASHEL ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,290000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"37 ARDAN GLAS, PORTLAOISE, LAOIS",Unknown,Laois,245000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"38 CHARLOTTE QUAY DOCK, RINGSEND RD, DUBLIN 4",Dublin 4,Dublin,530000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"39 WATERVILLE HALL, WATERVILLE TERRACE, WATERVILLE DUBLIN 15",Dublin 15,Dublin,140000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"4 Willow Green, Dunshauglin",Unknown,Meath,308370.0,New Dwelling house /Apartment
2021-01-13,"41 THE SYCAMORES, CLASSIS LAKE, OVENS",Unknown,Cork,280000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"43 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1650000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"44 ASHGROVE, GLENCAIRIN, DOORADOYLE",Unknown,Limerick,265000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"47 BELGARD SQ NORTH, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,170000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"47 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"48 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"48 THE SWIFT, TASSAGARD GREEN, GARTERS LANE",Dublin 24,Dublin,243000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"49 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"5 FLOWERVILLE, NAVAN, MEATH",Unknown,Meath,505000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"5 THE STEEPLES BRIDE ST, LOUGHREA, GALWAY",Unknown,Galway,100000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"50 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"51 Royal Canal Crescent, Rathborne, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"52 ARD NA GREINE, BANDUFF ROAD, MAYFIELD",Unknown,Cork,237500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"52 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"53 BRACKENWOOD AVENUE, FLEMINGTON, BALBRIGGAN",Unknown,Dublin,126000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"53 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",Unknown,Dublin,456000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"53 RAPHOE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,281250.0,Second-Hand Dwelling house /Apartment
2021-01-13,"53 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"54 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"55  CEDARBROOK WAY, CHERRYORCHARD, BALLYFERMOT",Dublin 10,Dublin,152500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"55 Royal Canal Crescent, Rathborne, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"56 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"57 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"58 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"59 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"6 FEY YERRA WOOD, FEY YERRA, LEOPARDSTOWN ROAD",Dublin 18,Dublin,700000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"6 ST KILLIANS PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,265000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"6 ST MICHAELS TERRACE, CLARECASTLE, CLARE",Unknown,Clare,190000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"6 THE COPPINS, CASTLETOWN, CELBRIDGE",Unknown,Kildare,410000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"6 Tuairin, Roscam, Galway",Unknown,Galway,383259.91,New Dwelling house /Apartment
2021-01-13,"60 DALE RD, STILLORGAN, DUBLIN",Unknown,Dublin,620000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"60 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"61 Royal Canal Crescent, Rathborne Park, Dublin 15",Dublin 15,Dublin,217754.97,New Dwelling house /Apartment
2021-01-13,"62 Royal Canal Crscent, Rathborne Park, Dublin 15",Dublin 15,Dublin,292754.97,New Dwelling house /Apartment
2021-01-13,"66 ST. PATRICK STREET, DUN LAOGHAIRE, DUBLIN",Unknown,Dublin,580000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"7 DEERPARK, LOWER MAYFIELD, CORK",Unknown,Cork,230000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"7 Moyglare Rise, Mariavilla, Maynooth",Unknown,Kildare,394273.0,New Dwelling house /Apartment
2021-01-13,"7 Rathmill Glen, Rathmill Manor, Rathcoole",Unknown,Dublin,409691.62,New Dwelling house /Apartment
2021-01-13,"7 Reldare, Model Farm Road, Cork",Unknown,Cork,444934.0,New Dwelling house /Apartment
2021-01-13,"7 THE CLOISTERS, ABBEY ST, SLIGO",Unknown,Sligo,62000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"7 THE COURT, COMPASS QUAY, KINSALE",Unknown,Cork,340000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"7 WOODHAVEN, BRIDGE RD, MILLTOWN DUBLIN 6",Dublin 14,Dublin,626000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"79 HAROLDS CROSS COTTAGES, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,265000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"8 MELEDON GROVE, FARMLEIGH, DUNMORE RD",Unknown,Waterford,158000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"8 The Way, Scholarstown Road, Rathfarnham",Unknown,Dublin,462500.0,New Dwelling house /Apartment
2021-01-13,"81 Willow Drive, THE WILLOWS, DUNSHAUGHLIN",Unknown,Meath,290748.9,New Dwelling house /Apartment
2021-01-13,"9 DUN DARRACH, Longford",Unknown,Longford,155000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"9 Dun Rioga Place, Dunshaughlin",Unknown,Meath,330396.0,New Dwelling house /Apartment
2021-01-13,"ADAMSTOWN TEMPLEMORE, TEMPLEMORE, TIPPERARY",Unknown,Tipperary,150000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 1, KEANES APTS, ST ENDAS RD",Unknown,Galway,180000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 2, KEANES APT, ST ENDAS RD",Unknown,Galway,180000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 32 CEDAR PLACE, THE CEDARS RIDGEWOOD, SWORDS",Unknown,Dublin,265000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 3, KEANES APTS, ST ENDAS RD",Unknown,Galway,185000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 4, KEANES APTS, ST ENDAS RD",Unknown,Galway,185000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 5, KEANES APT, ST ENDAS RD",Unknown,Galway,185000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 6, KEANES APT, ST ENDAS RD",Unknown,Galway,185000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"APT 7 BLOCK G, PHOENIX VIEW, ST LAURENCE RD CHAPELIZOD DUBLIN 20",Dublin 20,Dublin,197000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"ARDGLAISLING, ROSSCARBERY, CLONAKILTY",Unknown,Cork,170000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"ASHTOWN, ROUNDWOOD, BRAY",Unknown,Wicklow,410000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"BALLYFOOKEEN, BRUREE, LIMERICK",Unknown,Limerick,135000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"BALLYMACANDRICK, CLOYNE, CORK",Unknown,Cork,398500.0,Second-Hand Dwelling house /Apartment
2021-01-13,"BEECHVIEW, CHURCH RD, CROOM",Unknown,Limerick,180000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"BOOLAVOUNTEEN, BALLINAMULT, WATERFORD",Unknown,Waterford,167000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"CLOUGHJORDAN ROAD, MONEYGALL, CO OFFALY",Unknown,Offaly,185000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"COOLALEEN, BROADFORD, CHARLEVILLE",Unknown,Limerick,175000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"COOLCAPPAGH, ARDAGH, LIMERICK",Unknown,Limerick,90000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"COOLMORE, KILGARVAN, COBH",Unknown,Cork,264000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"COOLMORE, ROSSNOWLAGH, CO DONEGAL",Unknown,Donegal,400000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"DRUMLION, BALLINAGH, CO CAVAN",Unknown,Cavan,100000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"GLENAYR, CONNOLLY CRESCENT, KINSEALY LANE",Unknown,Dublin,630000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"GRANGEMELLON CARLOW RD ATHY, KILDARE",Unknown,Kildare,113000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"HILL CREST, LIMERICK RD, ENNIS",Unknown,Clare,250000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"LISIEUX HALL, MURPHYSTOWN RD, SANDYFORD DUBLIN 18",Dublin 18,Dublin,250000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"MARKET SQUARE, CHARLESTOWN, COUNTY MAYO",Unknown,Mayo,40000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"MILL COTTAGE, CORCREGGAN, DUNFANAGHY",Unknown,Donegal,120000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"MONAGIRR, CULLOVILLE, CASTLEBLAY",Unknown,Monaghan,60000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"MOUNTCLIFF, CARAGH VILAGE, NAAS",Unknown,Kildare,315000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"RAHEENLEIGH, MYSHALL, CO CARLOW",Unknown,Carlow,20000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"RAHIELTY, RATHMOYLE, KILKENNY",Unknown,Kilkenny,455000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"REDLANDS, IRONMINES, MALLOW",Unknown,Cork,415000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"Rices Bridge, Kilkerley, Co Louth",Unknown,Louth,136000.0,New Dwelling house /Apartment
2021-01-13,"ROCKVIEW, DIRTANE, BALLYHEIGUE",Unknown,Kerry,220000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"SKY ROAD, CASTLE DEMESNE, CLIFDEN",Unknown,Galway,410000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"SLIEVENAGRY, KILSHANNY, CLARE",Unknown,Clare,270000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"THE BAY GARDEN, CAMOLIN, ENNISCORTHY",Unknown,Wexford,400000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"THE BURROW, SOMERS LANE, KILLOWEN",Unknown,Wexford,500000.0,Second-Hand Dwelling house /Apartment
2021-01-13,"WEIR ROAD, TUAM, COUNTY GALWAY",Unknown,Galway,220000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 CASIMIR COURT, HAROLDS CROSS, DUBLIN 6",Unknown,Dublin,465000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 CNOC NEIBHIN, BORRISOLEIGH, TIPPERARY",Unknown,Tipperary,177500.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 COOLGRANEY, NUTGROVE PARK, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,1155000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 KILLEGLAND RISE, ASHBOURNE, MEATH",Unknown,Meath,418000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 NEWBURY CLOSE, DERRYBEG, EDENDERRY",Unknown,Offaly,180000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 OLD WELLINGTON TERACE, O CONNEL AVENUE, LIMERICK",Unknown,Limerick,335000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1 ROSE VILLE, COOSAN POINT ROAD, ATHLONE",Unknown,Westmeath,220000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"10 Rathmill Glen, Rathmill Manor, Rathcoole",Unknown,Dublin,409691.62,New Dwelling house /Apartment
2021-01-14,"10 ST KILLIANS CRESCENT, CARLOW, CARLOW",Unknown,Carlow,155000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"108 CORRAN ARD, ATHY, KILDARE",Unknown,Kildare,146000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"11 Castlebrook Green, Castlebrook Manor, Walkers Road",Unknown,Limerick,268722.0,New Dwelling house /Apartment
2021-01-14,"11 GLEANN CIAN, ARD NA NGLEANN, LYRE BANTEER",Unknown,Cork,230000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"12 CAPPANEALE COTTAGES, BIRR, COUNTY OFFALY",Unknown,Offaly,112500.0,Second-Hand Dwelling house /Apartment
2021-01-14,"12 DALRIADA SQ, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,375000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"12 WYNBERG PARK, BLACKROCK, DUBLIN",Unknown,Dublin,760000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"129 CASTLECOURT, KILGOBBIN WOOD, SANDYFORD DUBLIN 18",Dublin 18,Dublin,323300.0,Second-Hand Dwelling house /Apartment
2021-01-14,"13 HILLVIEW, MOUNT TALBOT, MONASTERY RD DUBLIN 22",Dublin 22,Dublin,249000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"13 MAIN ST, TIPPERARY TOWN, CO. TIPPERARY",Unknown,Tipperary,33000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"13 THE QUAY, MARKET POINT, PATRICK ST",Unknown,Westmeath,102000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"132 TEMPLEGREEN, NEWCASTLEWEST, CO LIMERICK",Unknown,Limerick,70000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"14 BALLINCAR HEIGHTS, ROSSES PRINT RD, SLIGO",Unknown,Sligo,425000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"15 CASTLEVIEW DR, CASTLEISLAND, KERRY",Unknown,Kerry,175000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"154 MAIN ST, CASTLEISLAND, KERRY",Unknown,Kerry,130000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"16 CASTLEVIEW, MOATE, WESTMEATH",Unknown,Westmeath,125000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"16 Cnoc An Luir, Drumshambo, Co. Leitrim",Unknown,Leitrim,158590.0,New Dwelling house /Apartment
2021-01-14,"16 MERLYN LAWN, BISHOPSCOURT, BISHOPSTOWN",Unknown,Cork,576500.0,Second-Hand Dwelling house /Apartment
2021-01-14,"17 BARRYS BOREEN, DUNTAHEEN, FERMOY",Unknown,Cork,315000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"17 Lighthouse Way, Killea, Dunmore East",Unknown,Waterford,230519.5,New Dwelling house /Apartment
2021-01-14,"18 DROMARD CRESCENT, CLONMEL, TIPPERARY",Unknown,Tipperary,180000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"18 OAK PARK, CASTLEREDMOND, MIDLETON",Unknown,Cork,305000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"185 GORT NA COIRIBE, HEADFORD RD, GALWAY",Unknown,Galway,377000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"187 TUR UISCE, DOUGHISKA, GALWAY",Unknown,Galway,193000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"19 THE BRAMBLES, SKERRIES, DUBLIN",Unknown,Dublin,445000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"1A PALMERS TERRACE, MAIN ST, RINGASKIDDY",Unknown,Cork,175000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"2 FOREST VIEW, IVOWEN, KILSHEELAN",Unknown,Tipperary,275000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"2 LEEDALE, CAHERSLEE, TRALEE",Unknown,Kerry,295000.0,Second-Hand Dwelling house /Apartment
2021-01-14,"20 DANES COURT, CLONTARF RD, CLONTARF DUBLIN 3",Dublin 3,Dublin,275000.0,Second-Hand Dwelling house /Apartment
